text,user,location,date
"Are your kids vaccinated against COVID-19? South King County,and WA-DOH is hosting a pediatric vaccination event. A?€? https://t.co/5MiinzBpmH",NepalSeattleOrg,"Washington, USA",10-Dec-2021
"RT @MEPublicHealth: The Free COVID-19 Vaccination Clinic continues today at the Augusta Armory starting at noon.
~ All vaccine types availa?€?",SuitUpMaine,"Maine, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",MeganWi44484658,"Pennsylvania, USA",10-Dec-2021
RT @BostonSchools: TOMORROW: join @HealthyBoston for a COVID-19 vaccine clinic at 10am at the BCYF Vine Street Community Center (339 Dudley?€?,drpaula65,"Massachusetts, USA",10-Dec-2021
"RT @Formidious: @GetVaxAnswers Well, looky here at what's in them vaccines:
https://t.co/YELNZUYlf8",Freespi30393459,"South Carolina, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,codewarrior47,"Michigan, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,twikkibeachgirl,"Florida & Wisconsin, USA",10-Dec-2021
"RT @nytimes: Only about one in 10 Americans say that receiving the Covid-19 vaccine would violate their religious beliefs, while about 60%?€?",DanielEFalvey,"Maryland, USA",10-Dec-2021
"RT @CDCgov: CDC has expanded recommendations for #COVID19 vaccine booster shots to now include everyone 16 years and older. At this time, o?€?",goldlis,"San Antonio, Texas, USA",10-Dec-2021
"Vaccine proof discussions continue in Chicago, may be required at high risk places. https://t.co/ol2OaR1mPy?€? https://t.co/fEdrAvPoQN",Cntr4ILPolitics,"Illinois, USA",10-Dec-2021
RT @EricTopol: First data on booster vaccine effectiveness vs Omicron (581 cases):  drop in protection vs symptomatic infection by 2 doses?€?,Sara__Mardani,"WV, USA ???????? ",10-Dec-2021
"RT @AP: BREAKING: Facing a winter surge in COVID-19 infections, New York Gov. Kathy Hochul announced that masks will be required in all ind?€?",Heidilynn_reads,"Williamsville, NY USA",10-Dec-2021
"RT @RWMaloneMD: The obvious question is ""what is it that Pfizer is trying so hard to hide""?

Outrageous Lack of Transparency?€?Pfizer Now Ask?€?",WalkFromDems,USA,10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",aj_mirabelle,"Colorado, USA",10-Dec-2021
"@TwitterSafety @TwitterSupport @Twitter.  Twitter, please explain how you allow someone to continually post Covid-1?€? https://t.co/6BZQlAW8lC",Truth_Tornado,"Texas, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,johnrokkit,USA ,10-Dec-2021
"Biden?€?s COVID Vaccine Mandates: Where Do They Stand?

https://t.co/zeuEGkvTyY https://t.co/mYlfA8uCpu",Natural_Healthh,United States,10-Dec-2021
"RT @TimLaheyMD: WHO promotes same vaccine for boosters whereas CDC &amp; EMA say mix-and-match is fine

????????That difference risks confusion ????

?????????€?",jesslahey,"Vermont, USA",10-Dec-2021
"Drop in COVID Vaccine Effectiveness Suggests Need for Boosters

https://t.co/RymsVdjUbs https://t.co/Twb4Bj3H5b",Natural_Healthh,United States,10-Dec-2021
RT @newscentermaine: NEWS CENTER Maine will continue to update this story as more clinics open across the state. https://t.co/pliC8Uc6Os,bexrousse,"Maine, USA",10-Dec-2021
"@JamesJR87131143 @BmacJenn @hrkbenowen This study is recent.  Vaccine effect lessens over time, so it is quite good?€? https://t.co/XBLctzDIYR",PETEahh,"East Coast, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",SpiritualSov,United States,10-Dec-2021
@HoldingOn8 @DrTomFrieden It?€?s a vaccine that could be used to combat Covid-19 that?€?s why they should approve it.,Wetsu25,United States,10-Dec-2021
NEWS CENTER Maine will continue to update this story as more clinics open across the state. https://t.co/pliC8Uc6Os,newscentermaine,"Maine, USA",10-Dec-2021
Are you surprised? You shouldn?€?t be. This is intentional. This is all about depopulating the world. ???????????????????????????????????€? https://t.co/kVByTToqZD,tsnorton,"Texas, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,NikkiTorchia,"Upstate New York, USA",10-Dec-2021
RT @sailorrooscout: Fantastic news. Initial lab studies show a third dose of Pfizer?€?s COVID-19 vaccine neutralizes Omicron. A booster with?€?,Theozilla01,"Oakland, California, USA",10-Dec-2021
RT @CBSNews: New York Gov. Kathy Hochul has ordered a mask mandate at all indoor public places starting Monday unless a COVID-19 vaccine re?€?,detectbarb,United States,10-Dec-2021
"RT @voxdotcom: What about mixing and matching vaccines? 

@NIH conducted a study that said all combinations of the Covid-19 vaccine and boo?€?",bugloaf,"Omaha, NE, USA",10-Dec-2021
RT @sailorrooscout: Fantastic news. Initial lab studies show a third dose of Pfizer?€?s COVID-19 vaccine neutralizes Omicron. A booster with?€?,sailorrooscout,United States,10-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,BookPitcher,"Washington State, USA",10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",SandyBurrell7,United States,10-Dec-2021
"RT @SCCgov: Boba has never tasted so good.  

Vaccinating your kids for COVID-19 protects them and those around them, so that their get-tog?€?",alex_lee,"California, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,ScoobyLady27,United States of America,10-Dec-2021
RT @drdrew: Kyle Warner ?€? Pro Mountain Bike Racer ?€? Discusses Severe COVID-19 Vaccine Reaction on Ask Dr. Drew https://t.co/oV5qjFrjjP,TGarantine,USA,10-Dec-2021
RT @drdrew: Kyle Warner ?€? Pro Mountain Bike Racer ?€? Discusses Severe COVID-19 Vaccine Reaction on Ask Dr. Drew https://t.co/oV5qjFrjjP,LuLu99882995,United States,10-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,leadAhorse2watr,"Texas, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",QuakerGirlsRule,"Southern California, USA",10-Dec-2021
"RT @YALiberty: Name one place where vaccine mandates have eliminated COVID-19.

Just one. Go.",sallyJoy_isfree,"New York, USA",10-Dec-2021
RT @Doctor_I_am_The: University of Notre Dame: End the Notre Dame COVID-19 Booster Vaccine Mandate - Sign the Petition! https://t.co/HLwRJN?€?,hamilton720,Fl. USA,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,rosalin2495,"Massachusetts, USA",10-Dec-2021
"The emergence of new variants, like omicron, can add more uncertainty about returning to more normal routines.  

T?€? https://t.co/k36LabG5PM",StLouisAmerican,"St. Louis, MO  USA",10-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",camvinay,"Pennsylvania, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",Bruiserraider,United States,10-Dec-2021
RT @HHSGov: Text your ZIP code to 438829 to find a COVID-19 vaccine near you. Booster shots are available and free. https://t.co/E6QihyeLQf,CynthiaFlynn15,"Delaware, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",anna_banana4075,"New York, USA",10-Dec-2021
RT @MR_PUNJABI: New study suggests natural immunity is more protective over time than COVID-19 vaccine https://t.co/r0lKS0CX59,TCMbrowneyes,United States,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,malrkey,"Washington, USA",10-Dec-2021
RT @Doctor_I_am_The: University of Notre Dame: End the Notre Dame COVID-19 Booster Vaccine Mandate - Sign the Petition! https://t.co/HLwRJN?€?,dispicable2020,"California, USA",10-Dec-2021
"RT @VanessaBeeley: ""Australia's expert immunisation panel has distanced itself from state-enforced??Covid-19??vaccine mandates and says it ne?€?",KgHCarol,"Iowa, USA",10-Dec-2021
RT @EricTopol: First data on booster vaccine effectiveness vs Omicron (581 cases):  drop in protection vs symptomatic infection by 2 doses?€?,BettyB2007,"New York, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,jhy001,"Southern New Jersey, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",ClydeakaBOZ,United States,10-Dec-2021
New study suggests natural immunity is more protective over time than COVID-19??vaccine https://t.co/fAT4e8ryIW,JohnstonShow,"Iowa, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",factishtruthish,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",Bodog1966,United States,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,SimaVaisman,"New York, USA",10-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",JodyDav88004266,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",HaveHonor,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",fordesp,USA,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,1Power_me,USA,10-Dec-2021
"RT @amymaxmen: Lately, I've heard people say vaccines don't prevent Covid spread. 

I understand the confusion with a flood of headlines on?€?",richmondpulse,"Richmond, CA USA",10-Dec-2021
University of New England to require COVID-19 vaccine booster | https://t.co/HGmwO02gXJ https://t.co/n0JLBtdOuL,Jesusis53688620,"Maine, USA",10-Dec-2021
477 million COVID-19 vaccine doses have been administered in the US (roughly 2.1 million/day over the past week). C?€? https://t.co/DtkrEypqEL,prativaluitel,"New York, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,ninamarie76,"Pennsylvania, USA",10-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",dispicable2020,"California, USA",10-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",Cannoli_Joe,"Oregon, USA",10-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",czaritsa,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",calling12001,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",janeafournier,United States,10-Dec-2021
RT @CleClinicMD: A 32-year-old woman is referred to breast radiology for evaluation of palpable lumps in the left axilla 10 days after her?€?,Patriot_Archer,"Arkansas, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",oelker,"Illinois, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,ColdFury1,"New Hampshire, USA",10-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",Ecoxx21,United States,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,Eduardo61201,"Florida, USA",10-Dec-2021
"RT @Formidious: @GetVaxAnswers Well, looky here at what's in them vaccines:
https://t.co/YELNZUYlf8",matrix_escapee,"Ohio, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",ComeAndTweetIt,USA ????????,10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",JerrySwiacke2,"Connecticut, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",Thorne75658284,The United States ????????,10-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",LpcProf,"Baton Rouge, LA, USA",10-Dec-2021
New study suggests natural immunity is more protective over time than COVID-19 vaccine https://t.co/GwD8CYRKLc via @JustTheNews,Hiwayman64,in the middle of nowhere USA,10-Dec-2021
"RT @AP: BREAKING: Facing a winter surge in COVID-19 infections, New York Gov. Kathy Hochul announced that masks will be required in all ind?€?",DizzyDenise23,"New York, USA",10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",jawja100,"Georgia, USA",10-Dec-2021
"RT @ss_shocks: Ahhh yeahhhh????????????????????

BREAKING:

?€?Biden?€?s COVID-19 Vaccine Mandate for Federal Contractors Now Blocked Nationwide

READ: https:?€?",oregonfugative,"Arizona, USA",10-Dec-2021
"RT @NationalNurses: Without #VaccineEquity, new variants of Covid-19 like omicron will continue to emerge, putting the entire world at risk?€?",DianeSnavely,"So.Nevada, USA",10-Dec-2021
