text,location,date
"RT @CathyGraphics3: Publication by a cardiologist &amp; head of a hospital department in Belgium.
????2 or 3 shots of the #CovidVaccine You refus?€?",NC USA,12-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,"Michigan, USA",11-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?","Iowa, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,"Georgia, USA",11-Dec-2021
"RT @DCHospitalAssoc: @DCHospitalAssoc, along with @ChildrensNatl, @huhospital, @MedStarGUH and @MarysCenter will host a COVID-19 Vaccinatio?€?","Virginia, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,USA,11-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,"Tennessee, USA",11-Dec-2021
"Children ages 5-11 are eligible for the COVID-19 vaccine. 

Parents and guardians are encouraged to schedule appoin?€? https://t.co/GfqJS4RHRU","New Mexico, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,"North Carolina, USA",11-Dec-2021
RT @SenatorLankford: I will continue to stand with the National Guard. No one should lose their job &amp; benefits when they choose to not take?€?,"Oklahoma, USA",11-Dec-2021
"RT @KFF: #COVID19 vaccinations among 12-17 year olds has slowed, with 1/2 of parents reporting their teen had at least one dose ?€? little ch?€?","Ohio, USA",11-Dec-2021
"VERY tired of people moving goalposts about the COVID-19 vaccine, trying to say it is supposed to do things it was?€? https://t.co/lYrtGxeiTC","a Midwest Rust Belt City, USA",11-Dec-2021
"RT @DavidJHarrisJr: More children die from the COVID vaccine than are saved by it.
https://t.co/ZUo4SbvHss","California, USA",11-Dec-2021
"5 updates on Pfizer, Moderna and J&amp;J COVID-19 vaccine efficacy - Becker?€?s Hospital Review https://t.co/1xj7YOxXOX https://t.co/iZz5aAP6DC",USA,11-Dec-2021
Peter Doshi U.S. Senator Ron Johnson Holds Panel in DC on COVID-19 Vaccine Mandates and Injuries https://t.co/vvw1j1KE9Z,"Texas, USA",11-Dec-2021
"RT @GoConquerNow: @disclosetv Genuine question: Is there a link between the COVID-19 vaccine and footballers collapsing?

https://t.co/vkHJ?€?",Florida USA,11-Dec-2021
"""People who are immunocompromised in a manner similar to those who have undergone solid organ transplantation have?€? https://t.co/JpiTFrRPdC","a Midwest Rust Belt City, USA",11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C","Minnesota, USA",11-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?","Connecticut, USA",11-Dec-2021
"RT @TheValuesVoter: It appears from the CDC vaccine data (https://t.co/y3OuqvxRSG) that, of the 100 most vaccinated counties in America, 85?€?","Virginia, USA",11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",USA,11-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,"Texas, USA",11-Dec-2021
"RT @KFF: Most parents say #COVID19 is a bigger threat to their kids than the vaccine, but there?€?s a partisan divide on this question.
 
Abo?€?","Missouri, USA",11-Dec-2021
"RT @PressHerald: Despite the weather, hundreds of people turned out Saturday for a walk-in COVID-19 vaccine clinic. At the same time a team?€?","Maine, USA",11-Dec-2021
Vermont's Middlebury College reverts to remote learning due to COVID-19 with 99% of students vaccinated?€? https://t.co/oz9y2ZLqa7,"Michigan, USA",11-Dec-2021
RT @OttawaHealth: We are aware of misinformation being shared that a child in Ottawa died after receiving a COVID-19 vaccine. We have revie?€?,USA,11-Dec-2021
@DrBitcoinMD Let me preface this by saying I?€?m all bitcoin. But I?€?ve been fact checking some of these posts trying?€? https://t.co/Tsjyp0h6j1,"New York, USA",11-Dec-2021
"RT @PattyMurray: One year ago, @US_FDA authorized the very first COVID-19 vaccine.

Since then, we?€?ve gotten over 475 million doses into ar?€?","Washington, USA",11-Dec-2021
RT @KTULNews: A Navy commander has been fired from his job as the executive officer of a warship because he refused to get a COVID-19 vacci?€?,"Oklahoma, USA",11-Dec-2021
RT @bufftyf: @disclosetv The long term effects of COVID-19 and the Vaccine will start popping up over the course of years. I still don't kn?€?,"New York, USA",11-Dec-2021
"RT @RenovaAlejandro: https://t.co/nswtQU8oVx
AIDS! Days of Noah are back. @Aquamariah1 @dkdk459 @Cyrellys1 @cleoworks1 @GinaSlyer @Terriers?€?","Maryland, USA",11-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,"North Carolina, USA",11-Dec-2021
Will Plan B and vaccine passports save us from Covid-19?€?s new Omicron??variant? https://t.co/SHBbgkO8En,USA,11-Dec-2021
"Navy commander fired from his job as the executive officer of a warship for refusing to get COVID-19 vaccine

https://t.co/nWblXbghQI","Rochester, NY USA",11-Dec-2021
"RT @gutresolution: As of December 3, there have been 19,886 deaths, 22,421 life-threatening adverse events, 32,644 cases of permanent disab?€?","Oregon, USA",11-Dec-2021
"Strong Antibody Response to mRNA COVID-19 Vaccine Observed in AML, MDS #leusm #ASH21 @ASH_hematology @MoffittNews https://t.co/PHbDDiWJKI","New Jersey, USA",11-Dec-2021
"@TheRhodyReport @Jamiesopinions ""Vaccine"" Passport 
GAL EHRLICH, RAMET- GAN, PETACH-TIKVA
(Made in Israel)
The COVI?€? https://t.co/fnbwgP7YuV",", USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,"Texas, USA",11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",USA,11-Dec-2021
"The letter, which was approved by the board on Friday, opposes the Covid-19 vaccine mandate and asks the legislatur?€? https://t.co/xmyyGsHZos","California, USA",11-Dec-2021
"RT @CBSMornings: This Louisiana mother went from a QAnon believer to a state vaccine advocate ?€? and yesterday, her daughter was one of the?€?","Texas, USA",11-Dec-2021
"Most of the people ""following"" me are pro-mandate. You do realize I'm against state enforced masking and injection??€? https://t.co/CDiA8zzrMW",USA,11-Dec-2021
"RT @AliyyaSwaby: My first @propublica: I spent months trying to understand the reasons for vaccine hesitancy in Clayton County, south of At?€?",USA,11-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?",Japan-USA,11-Dec-2021
RT @Suntimes: COVID-19 deaths can be expected to keep rising statewide because hospitals are treating the most coronavirus patients they?€?ve?€?,USA,11-Dec-2021
"RT @proudgirl223: The jab contains some deadly things... including AIDS.
https://t.co/BrNvLIsSCL","North Carolina, USA",11-Dec-2021
"RT @PallawiTorkaMD: https://t.co/GDOqBXXNmm

Wonderful ID @SegalBrahm and lymphoma @PaolaGhione_MD @Francis77605164 @SSundaramMD collab @Ro?€?","New York, USA",11-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?","Iowa, USA",11-Dec-2021
RT @Suntimes: COVID-19 deaths can be expected to keep rising statewide because hospitals are treating the most coronavirus patients they?€?ve?€?,USA,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"Texas, USA",11-Dec-2021
"It happens very rarely, but most teens and young adults who do experience heart inflammation (myocarditis) after a?€? https://t.co/gPTMP7KWJi",USA,11-Dec-2021
Maryland has reached a new milestone when it comes to getting its population vaccinated. Gov. Larry Hogan announced?€? https://t.co/FgaCqwjmVf,"Harrisburg, Pennsylvania, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"Florida, USA ",11-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,"Oregon, USA",11-Dec-2021
"Austria fining people up to $16,000 a year for not complying with vaccine mandate, creating central COVID-19 vaccin?€? https://t.co/iFZj8f9Vdn","Idaho, USA",11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?",",USA",11-Dec-2021
"RT @KFF: Of the 28 million kids between the ages of 5-11, only about 5 million have received at least one #COVID19 vaccine dose since becom?€?","California, USA",11-Dec-2021
RT @PeterHotez: Our low cost @TexasChildrens @BCM_TropMed  recombinant protein COVID-19 vaccine is being scaled/produced in India @biologic?€?,"Texas, USA",11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,USA,11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?","Maryland, USA",11-Dec-2021
FDA Says It Now Needs 75 Years to Fully Release Pfizer COVID-19 Vaccine Datamore #medicaltyrrany  https://t.co/lGuJGOjYkV,USA,11-Dec-2021
"@E__Strobel From @krqe :
""According to CDC data about 2,300 reports of myocarditis occurred from 1990 to 2020. Of t?€? https://t.co/ocwqP0B4cS",USA ,11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi","Tennessee, USA",11-Dec-2021
"@ATschugguel ""The Oregon Health Authority is also planning to open nearly a dozen vaccination sites statewide throu?€? https://t.co/7n3dimVmai","Vermont, USA",11-Dec-2021
"RT @RealLucyLawless: Congrats, Auckland! Vaccine confidence leads a return to work and freedom: Auckland hits 90% fully vaccinated mileston?€?","Indiana, USA",11-Dec-2021
The #COVID19Vaccine protects youngsters from #COVID19. https://t.co/yDXURyBvcA,"Maryland, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,USA,11-Dec-2021
"@SuzeQKnits Are the flu patients vaccinated against flu? 
I had my flu shot. 
I?€?m hoping they got the right strains?€? https://t.co/FLitLAw2Kx",USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"West Virginia, USA",11-Dec-2021
Link:  https://t.co/svMg9Gu3r6,"Chattanooga, TN, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"Mississippi, USA",11-Dec-2021
"""with the booster dose it increases about a hundred fold. There is a significant protection of the booster dose [in?€? https://t.co/VCkEutQnFT",USA,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"New York, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"Oregon, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"Illinois, USA",11-Dec-2021
RT @PolitiFact: There has been no evidence that the COVID-19 vaccines weaken the immune system. Researchers have found that vaccines increa?€?,"Colorado, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"Washington, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,"Colorado, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"Texas, USA",11-Dec-2021
"In The Face Of An Imminent Omicron Wave, Public Health Officials Seek To Optimize Timing Of Covid-19 Vaccine??Booste?€? https://t.co/A2VRWe47eQ",USA,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"Oklahoma, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,"New Jersey, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"North Carolina, USA",11-Dec-2021
"Around 27,000 Navy, Space Force, Marine Corps, and Air Force service members are still unvaccinated and are at risk?€? https://t.co/TjLP3VzvLi",FL USA,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"California, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"Florida, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"New Jersey, USA",11-Dec-2021
RT @GovLarryHogan: Maryland has now surpassed the major milestone of vaccinating 90% of all adults. Getting vaccinated against COVID-19 con?€?,"Maryland, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,USA,11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?","California, USA",11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi","Ohio, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"Arizona, USA",11-Dec-2021
